Fecha,Turno,Equipo,Cab_Au,Cab_Ag,Cab_Pb,Cab_Zn,Cab_Cu,Cab_Fe,Conc_Pb_Au,Conc_Pb_Ag,Conc_Pb_Pb,Conc_Pb_Zn,Conc_Pb_Cu,Conc_Pb_Fe,Conc_Pb_Ins,Col_Pb_Au,Col_Pb_Ag,Col_Pb_Pb,Col_Pb_Zn,Col_Pb_Cu,Conc_Zn_Au,Conc_Zn_Ag,Conc_Zn_Pb,Conc_Zn_Zn,Conc_Zn_Cu,Conc_Zn_Fe,Conc_Zn_Ins,Col_Zn_Au,Col_Zn_Ag,Col_Zn_Pb,Col_Zn_Zn,Col_Zn_Cu,Col_Zn_Fe,k80_Cab
07/01/2023 07:00,1,C,0.2138,70.0464,0.6413,0.941,0.0604,3.6172,11.6289,2927.6286,38.8225,13.5067,3.3776,8.5075,10.7711,0.0986,11.3588,0.0576,0.9537,0.0124,1.6279,263.7582,1.6508,49.913,0.8735,9.402,4.776,0.0953,16.5262,0.1254,0.1313,0.0029,2.6388,61.831
07/01/2023 19:00,2,D,0.2013,95.3918,0.7114,1.1551,0.0393,4.049,6.3091,5216.3255,32.7818,9.2601,1.4962,8.9356,16.1702,0.0957,24.329,0.0708,0.8369,0.0139,0.8125,297.7875,1.0901,54.6033,0.8017,7.1086,2.7373,0.1136,25.5168,0.1162,0.258,0.0065,4.2534,56.2536
08/01/2023 07:00,1,B,0.3616,118.0086,1.0341,3.0806,0.1329,5.5178,11.6556,4122.3566,32.7352,14.4081,3.3922,10.4659,13.2643,0.1554,26.6974,0.2036,2.5772,0.0621,1.3817,327.1716,3.0232,51.1583,1.0921,11.5502,2.9596,0.1631,35.4709,0.2466,0.766,0.023,4.6344,49.1058
08/01/2023 19:00,2,A,0.4851,123.2755,1.3034,2.8307,0.0934,4.7685,10.7893,4393.1785,34.9971,13.4245,2.5269,8.6036,11.0103,0.1807,22.1902,0.0698,2.209,0.0346,1.0169,332.2274,1.538,49.8872,0.6997,10.8855,3.9245,0.2433,29.605,0.1796,0.4162,0.0114,4.3804,57.827
09/01/2023 07:00,1,B,0.4161,99.5079,1.1717,2.2847,0.062,4.1444,6.7935,2871.0406,36.0323,7.5713,2.1721,7.2929,17.919,0.1732,17.3407,0.1717,1.5577,0.0217,1.1564,296.6987,1.513,49.9736,0.7264,7.8813,5.8908,0.1805,23.6359,0.2137,0.3674,0.0075,3.6789,58.2028
09/01/2023 19:00,2,A,0.4312,89.3416,1.2069,2.4991,0.1095,4.6438,8.3173,2518.5883,33.1373,15.5861,3.4058,8.3635,16.2501,0.1245,13.295,0.2591,2.0119,0.0262,1.2079,209.306,2.255,53.5397,0.6307,8.3372,3.1185,0.1415,18.1112,0.2549,0.6406,0.0213,4.6149,52.9234
10/01/2023 07:00,1,B,0.2255,84.463,1.0388,2.8703,0.1018,4.9557,8.5192,2570.8814,41.2801,10.946,2.6268,7.9256,11.7724,0.1042,16.5438,0.2738,2.2281,0.0338,0.828,240.2669,2.9646,51.8041,0.6211,9.0137,1.2771,0.0984,21.3006,0.2739,0.5965,0.0135,4.9694,46.7504
10/01/2023 19:00,2,A,0.3855,90.2509,1.4215,3.1758,0.1276,5.0501,9.0322,1789.1768,32.2789,14.9236,2.4343,10.3266,14.4516,0.161,18.7787,0.2746,2.6843,0.0431,0.8909,188.3978,1.7784,50.5921,0.9139,10.4786,3.2744,0.15,26.9562,0.3326,0.4548,0.0186,4.9088,50.2213
11/01/2023 07:00,1,B,0.3619,72.8914,1.36,3.7707,0.1511,5.5136,10.4679,3316.3473,38.002,11.2224,3.4132,7.9957,6.5048,0.1053,14.9409,0.2047,3.0973,0.0829,0.7059,234.6249,2.3309,51.4455,1.1889,9.3909,1.5768,0.1233,16.8239,0.3066,0.7602,0.0224,5.0801,51.2395
11/01/2023 19:00,2,A,0.3205,63.0603,0.8362,2.255,0.0621,5.6481,8.5439,2763.823,29.8392,17.287,3.222,11.5117,12.8059,0.1149,15.9988,0.1931,2.2792,0.0326,0.8787,218.2358,1.5275,50.5204,1.2692,11.0519,3.8544,0.151,21.6617,0.233,0.4873,0.0036,4.8493,47.7212
12/01/2023 07:00,1,D,0.668,98.2079,1.4752,4.1487,0.1865,4.3453,9.1018,1893.1497,33.4484,11.2484,3.1811,8.1015,12.691,0.1617,18.1403,0.1545,3.1438,0.0504,0.6896,136.6605,1.7072,49.7445,0.7058,9.8828,3.8886,0.1961,22.2181,0.2187,0.71,0.0209,3.5217,55.457
12/01/2023 19:00,2,C,0.3562,106.5113,0.8453,2.1066,0.0585,4.713,9.0228,4128.6249,39.2004,11.4815,2.1334,7.0633,11.4784,0.1239,20.9223,0.1159,1.3372,0.0213,1.0556,359.0204,2.3847,49.6946,0.98,11.4859,5.0432,0.1264,27.3073,0.1554,0.4385,0.019,4.5949,53.2817
13/01/2023 07:00,1,D,0.484,118.1245,1.1204,2.2154,0.0703,4.3355,8.8797,4281.5412,30.8706,10.923,1.7606,8.2176,15.8341,0.1038,21.1278,0.0872,1.3539,0.0124,1.0088,333.9567,1.9328,49.4117,0.618,8.4304,5.3228,0.1602,24.9873,0.1358,0.3413,0.0157,3.1274,60.9233
13/01/2023 19:00,2,C,0.2925,69.3574,0.2352,1.193,0.0338,4.5697,8.1708,4212.9096,30.8724,10.0094,2.0135,8.1478,18.2077,0.1621,17.7058,0.0817,1.1409,0.0142,1.1245,351.5236,1.8164,49.8071,0.6493,10.0339,4.904,0.1707,20.5751,0.0663,0.228,0.0149,4.5486,54.0542
14/01/2023 07:00,1,D,0.3397,90.337,0.9999,1.7982,0.0607,4.5166,9.0515,2869.1045,37.7073,13.9827,1.5636,7.6516,14.1772,0.1565,18.2245,0.1839,1.7869,0.0136,1.1761,274.4406,1.2469,50.5999,0.7653,9.839,3.4825,0.1371,23.2638,0.2275,0.2394,0.0083,4.5121,51.508
14/01/2023 19:00,2,C,0.3732,71.7139,0.7156,1.7832,0.0613,4.1508,8.1606,2219.2722,29.1318,11.4154,1.7851,8.1899,16.8114,0.1236,12.378,0.0852,1.7066,0.0255,1.0685,244.9701,1.1445,50.1822,0.8568,9.3633,4.2118,0.1545,16.0356,0.1199,0.1919,0.0,4.2394,56.6723
15/01/2023 07:00,1,A,0.3773,104.3402,1.1049,2.0435,0.0921,4.0465,11.2032,3434.9652,39.725,7.8869,3.2392,7.5724,9.7199,0.1968,25.894,0.2941,2.1339,0.0665,1.5389,349.0611,2.1213,50.806,0.9092,8.7672,2.8484,0.1941,32.5176,0.4441,0.4353,0.0143,3.7809,48.2569
15/01/2023 19:00,2,B,0.7612,139.9138,2.2416,4.6608,0.1402,6.1198,8.8025,2726.0215,31.5434,12.6492,1.8721,7.5875,18.2874,0.2246,21.0471,0.3223,3.5265,0.0704,0.6767,182.222,1.1013,50.3813,0.6967,11.6931,2.1373,0.2313,27.7352,0.3606,0.6929,0.0039,5.7752,54.0483
16/01/2023 07:00,1,A,0.2033,71.0796,1.0085,2.9803,0.0726,4.8001,7.9976,2718.5514,39.8536,12.2024,2.5765,8.2511,10.1512,0.1336,20.3799,0.2114,2.3648,0.0378,0.6746,201.6651,1.4115,49.1595,0.644,8.5345,5.1812,0.1118,24.8279,0.2381,0.3985,0.0101,4.381,57.6262
16/01/2023 19:00,2,B,0.4028,110.4574,1.0502,2.0395,0.0352,4.6491,8.108,2567.0122,33.9177,15.984,1.2966,7.3459,13.0323,0.1855,17.4934,0.1855,2.2215,0.0315,1.2008,271.9691,2.1355,49.5378,0.5984,9.614,3.9101,0.1786,24.4691,0.2095,0.4702,0.016,3.9213,58.9498
17/01/2023 07:00,1,A,0.4474,98.6351,1.1781,2.8824,0.0723,4.6309,8.7795,2669.1476,31.5988,13.4306,2.309,8.2392,12.92,0.1414,14.8484,0.2248,2.1427,0.0277,0.7965,253.7757,1.5226,53.9041,1.0221,10.1988,1.2148,0.1629,21.5468,0.2721,0.5432,0.0187,4.1033,49.7907
17/01/2023 19:00,2,B,0.2319,84.5133,0.8473,1.7958,0.1349,5.0235,10.0912,3464.8772,33.1719,12.0104,5.3882,9.4844,11.9321,0.1171,29.8604,0.1271,2.1874,0.0476,0.918,390.1105,2.6142,45.2122,1.4103,9.4289,4.6132,0.1128,31.2815,0.1461,0.2808,0.0175,4.4079,52.5655
18/01/2023 07:00,1,A,0.2981,87.9959,0.715,2.2246,0.0483,4.261,8.3444,3142.7405,31.5907,15.2421,2.1249,8.6326,14.1085,0.1128,16.1384,0.1129,1.5799,0.0098,1.1873,232.0507,1.6094,54.2513,0.6678,8.3981,1.5864,0.1264,20.1922,0.1164,0.4,0.0043,4.1128,56.5038
18/01/2023 19:00,2,B,0.5102,84.2751,1.1949,3.0889,0.0858,4.3836,10.1037,2689.3211,42.0483,11.0894,2.7774,7.2594,10.4158,0.1398,13.4537,0.1167,2.4927,0.0305,1.0416,275.7108,1.4117,49.9397,0.8647,9.4361,2.5491,0.1644,19.0168,0.2217,0.4757,0.0051,3.5329,51.5096
19/01/2023 07:00,1,C,0.4049,75.6472,0.9723,2.6738,0.1043,4.929,9.5436,1820.5121,39.884,11.6386,3.0064,7.6985,13.1272,0.1518,18.6483,0.1988,2.8383,0.0444,1.2163,224.2434,1.37,51.6168,0.8541,10.7729,3.5701,0.1432,22.9071,0.233,0.4864,0.0155,4.6333,50.1113
19/01/2023 19:00,2,D,0.3109,84.1571,0.8959,2.8175,0.0954,4.0908,6.7548,2058.8196,36.0855,12.0976,2.3979,8.518,16.3798,0.1347,21.2106,0.0926,3.1061,0.0497,0.6953,214.2668,1.3881,50.1749,0.6461,9.1661,4.3036,0.1388,26.4722,0.1298,0.3675,0.0211,3.3517,56.9139
20/01/2023 07:00,1,C,0.3571,80.0794,1.0552,2.4681,0.0787,4.4665,13.9498,2516.0338,41.8729,9.4583,2.501,7.8721,10.4596,0.1505,11.9939,0.1297,2.2147,0.0329,0.9469,182.6136,1.9914,49.3897,0.7172,9.534,2.1321,0.1647,17.9534,0.2099,0.4317,0.0267,3.7887,51.2331
20/01/2023 19:00,2,D,0.5421,70.855,2.1787,5.3008,0.23,6.0474,9.5577,1140.5248,36.114,8.3946,2.1529,7.7141,18.255,0.142,17.2028,0.2366,5.1407,0.0765,0.6933,136.2658,0.9053,50.9225,0.7901,9.8416,4.5275,0.1782,17.9132,0.3565,1.4319,0.0255,5.2185,49.3613
21/01/2023 07:00,1,C,0.1467,105.2785,0.4378,1.631,0.0406,5.6586,5.8806,4932.8943,32.7943,13.5409,1.9283,8.4763,13.1444,0.0849,35.8377,0.0569,1.3901,0.0212,0.5671,373.902,1.3838,55.1253,0.7902,6.7676,2.6069,0.0934,60.7833,0.1015,0.1835,0.0,5.0079,57.7208
21/01/2023 19:00,2,D,0.3979,114.812,2.0761,6.135,0.2552,5.3968,10.5947,1589.5848,37.9062,10.5794,2.4958,6.9506,10.6203,0.1389,28.0162,0.3993,6.5907,0.2063,0.57,186.8471,2.0232,52.1041,1.1041,9.8044,2.6291,0.159,35.5354,0.5301,1.0981,0.0297,5.2031,53.6664
22/01/2023 07:00,1,B,0.8289,74.614,2.3785,4.8414,0.3072,5.2131,13.4383,1180.5372,40.228,13.534,3.2393,8.1658,10.1848,0.2289,8.8935,0.3344,3.9507,0.0433,1.0497,100.053,2.5177,52.4504,0.8808,9.7943,1.9696,0.2293,16.2432,0.4236,0.731,0.0195,4.5031,52.2181
22/01/2023 19:00,2,A,0.2219,75.1012,0.4307,1.148,0.0295,3.3081,10.8638,3867.1641,34.4655,10.6912,2.5459,9.8596,14.4799,0.1269,16.8991,0.1125,0.9401,0.0272,1.3799,454.1283,1.7512,51.2169,0.9727,9.2142,4.3739,0.1345,19.8761,0.0955,0.1745,0.015,3.2411,59.7771
23/01/2023 07:00,1,B,0.3294,81.8551,1.9152,4.2766,0.1093,4.9433,5.2822,1389.8671,39.6221,15.0018,1.4622,7.0495,15.427,0.1224,14.5429,0.1908,4.5556,0.0374,0.6324,116.715,1.4611,52.1223,0.7128,9.9919,1.7385,0.1302,18.2907,0.3502,0.7897,0.0,4.5675,51.3594
23/01/2023 19:00,2,A,0.8896,121.7381,3.5442,4.5551,0.1366,5.2999,15.6776,2742.5451,45.6334,9.8986,2.0429,7.1182,10.402,0.2207,25.1773,0.1957,4.5249,0.0572,1.0951,222.6004,1.4212,51.6788,0.7505,10.6141,2.4772,0.2674,31.312,0.4302,0.9378,0.0252,4.8801,56.977
24/01/2023 07:00,1,B,0.3275,155.5681,0.826,2.4657,0.084,5.4096,11.7969,6089.5413,36.2712,8.9694,2.5337,9.1429,11.533,0.0972,24.7239,0.1223,2.2403,0.0134,0.693,366.9726,0.5577,53.2932,0.697,8.6215,2.9449,0.1305,36.1267,0.1719,0.3944,0.0103,4.7225,54.0406
24/01/2023 19:00,2,A,0.3578,88.6613,0.6977,1.7484,0.0737,4.0573,9.2518,3082.8498,29.8669,12.342,2.6525,9.3425,18.0896,0.1042,12.6169,0.2434,1.5806,0.0195,1.2132,252.2784,1.334,48.9319,1.035,9.4604,4.1454,0.1233,19.0269,0.3117,0.2828,0.0045,3.4752,49.1677
25/01/2023 07:00,1,B,0.3429,93.3479,1.3471,3.5161,0.1388,4.4965,5.0054,1547.8506,32.4976,19.7296,3.3653,11.1671,12.8034,0.1136,16.0055,0.1504,2.4573,0.0598,0.6945,238.0834,1.8339,49.0505,0.9099,9.6049,3.845,0.142,22.89,0.2057,0.4495,0.0215,4.5158,58.0711
25/01/2023 19:00,2,A,0.252,93.8442,1.5434,3.6789,0.1395,4.6528,7.0459,2493.5704,39.009,14.1774,2.1816,7.2797,13.3508,0.0951,15.1718,0.2087,2.9701,0.0331,0.8655,180.2151,1.8759,51.615,0.5886,8.3557,2.4915,0.1044,22.7726,0.2767,0.5305,0.0083,4.2581,56.1602
26/01/2023 07:00,1,D,0.4422,81.7761,1.4989,2.8521,0.0919,5.2838,9.4791,1884.1845,34.7493,14.4585,2.4934,7.4745,12.059,0.1578,13.8191,0.1267,2.5583,0.0255,0.913,187.7754,1.3235,51.4907,0.8163,9.9486,3.8678,0.1728,20.0984,0.2101,0.286,0.0059,4.5126,56.4157
26/01/2023 19:00,2,C,0.1664,118.2258,0.856,1.5576,0.0249,4.4458,4.5219,4087.9096,39.7379,12.08,0.6039,4.7449,20.6498,0.1217,24.0289,0.083,1.5901,0.0177,1.155,322.0589,1.2411,54.2565,0.5784,9.3649,3.4218,0.0996,33.8132,0.1669,0.3598,0.0,4.2155,63.2239
27/01/2023 07:00,1,D,0.2691,72.5785,1.1502,2.3844,0.0871,5.3211,5.7292,1841.2904,28.7991,14.5469,2.3817,9.0971,23.3533,0.1215,16.3996,0.0672,2.0706,0.0202,1.1563,319.7618,1.6398,51.5518,0.8452,9.922,5.1852,0.1286,20.6066,0.1513,0.2166,0.0001,5.2681,51.5916
27/01/2023 19:00,2,C,0.2395,73.9602,1.3239,3.2096,0.0952,4.7083,5.7038,1741.1756,40.0016,11.7381,1.73,7.7948,12.4179,0.1342,18.8951,0.2355,2.8376,0.0359,0.3477,175.3527,1.7149,50.1289,0.9333,10.1764,3.0446,0.128,21.5953,0.284,0.5163,0.0084,4.1372,49.9045
28/01/2023 07:00,1,D,0.3905,92.9624,1.7041,3.9402,0.1426,4.896,10.4387,2621.3352,37.0017,11.7933,3.1012,8.8077,13.7877,0.1874,21.1658,0.2614,2.7538,0.0479,1.1026,224.3029,1.6072,51.6274,0.7726,11.7442,0.8546,0.1554,26.332,0.3308,0.7819,0.0116,4.1261,56.2276
28/01/2023 19:00,2,C,0.4509,72.7665,0.9404,2.1982,0.0956,4.5208,12.4935,2101.2059,38.7429,11.8704,2.2697,8.2154,11.0979,0.1256,17.2594,0.1313,1.184,0.0229,0.9559,217.8787,2.1402,47.242,0.739,9.9393,10.1482,0.1612,21.8618,0.1362,0.4447,0.0208,4.1958,59.6902
29/01/2023 07:00,1,A,0.5543,75.574,1.1085,2.447,0.1389,4.4056,10.6618,1713.2695,31.8369,14.334,4.7328,10.2752,13.7649,0.186,12.2179,0.1808,2.1466,0.0452,1.1046,175.6318,1.5101,47.7001,1.03,10.2345,5.5231,0.1921,17.298,0.1736,0.326,0.0061,3.9061,49.5903
29/01/2023 19:00,2,B,0.2233,107.9975,0.8975,2.1817,0.0176,5.2036,7.3371,3938.3856,39.4956,13.4734,1.4245,6.812,15.1392,0.1081,32.5175,0.2125,2.0257,0.0133,1.2521,390.5617,1.4778,51.1438,0.6775,9.6353,3.7175,0.1134,37.4409,0.2221,0.4208,0.0006,5.0282,55.8315
30/01/2023 07:00,1,A,0.3077,82.2081,1.0292,3.2963,0.1296,4.3389,5.8258,2276.812,31.5102,13.6898,2.57,8.5617,17.9363,0.107,14.6002,0.1279,2.6985,0.0482,0.7123,156.0842,1.2523,54.459,0.9352,9.6746,1.9804,0.1188,18.8833,0.1799,0.4905,0.0134,4.2265,52.6917
30/01/2023 19:00,2,B,0.3447,102.09,1.2452,3.2822,0.1653,4.5054,11.2326,3404.7792,43.5232,12.1045,2.9912,8.4636,10.5576,0.1172,17.6932,0.2033,2.5145,0.0506,0.6179,230.9336,2.1195,53.7866,0.7845,7.9534,3.0043,0.1302,23.189,0.2349,0.4788,0.0126,4.3516,59.6466
31/01/2023 07:00,1,A,0.4009,90.5823,1.3256,3.3914,0.1603,5.3007,10.1581,2024.0156,25.9362,14.388,3.7399,9.3423,13.2361,0.1487,18.2158,0.2009,3.0264,0.0565,0.6981,156.5882,1.2193,49.1055,1.0214,9.8156,2.0158,0.1618,21.6774,0.3072,0.4445,0.0179,5.1101,53.2815
31/01/2023 19:00,2,B,0.2815,88.016,1.5558,4.3831,0.0706,3.9342,4.671,1324.841,37.8459,11.2228,0.9942,6.6347,16.7242,0.0966,11.1801,0.1667,3.4991,0.0284,0.4833,118.7495,1.1158,50.5418,0.5878,8.1549,6.1855,0.1164,18.2916,0.2455,0.6547,0.0085,3.382,56.0877
01/02/2023 07:00,1,A,0.3901,70.0024,0.8148,2.6324,0.1348,4.4873,13.1427,2466.0284,36.6457,12.6623,3.7972,8.3633,11.463,0.1288,13.9086,0.2632,2.6275,0.0595,1.0776,233.034,2.2258,47.6228,0.858,9.2555,3.1657,0.1482,17.0028,0.2582,0.4255,0.0286,4.0491,
01/02/2023 19:00,2,B,0.3793,58.4643,1.4559,4.0679,0.0963,4.6218,8.4785,1368.3919,43.2685,4.0897,1.6775,4.7336,14.298,0.1377,14.6535,0.284,3.9303,0.0477,0.5078,109.2606,1.1545,50.8625,0.7724,10.8551,2.5389,0.1406,16.8002,0.2942,0.87,0.0157,3.8824,56.4081
02/02/2023 07:00,1,C,0.3926,111.6878,1.3708,3.5031,0.1736,6.1215,9.121,2486.4081,32.6494,9.1603,2.6286,7.9336,17.1498,0.1556,17.7153,0.2123,3.4552,0.056,0.7137,210.3317,1.455,54.7112,1.5139,10.7954,2.2625,0.1421,26.6326,0.2774,0.4649,0.0144,5.097,59.1582
02/02/2023 19:00,2,D,0.5053,92.5713,1.4722,2.5639,0.1065,5.0663,10.8976,2176.0182,38.3652,11.358,2.0902,8.6204,16.4404,0.1491,16.0404,0.167,2.6504,0.039,0.7226,229.6091,1.5537,52.2748,0.8371,10.7073,2.1539,0.1732,22.2216,0.2361,0.3124,0.0185,4.7677,52.8717
03/02/2023 07:00,1,C,0.2576,140.2878,0.7629,2.283,0.0585,5.4077,6.2058,3593.6945,28.7715,17.3492,1.6455,9.5737,19.2386,0.1001,32.695,0.1213,1.6141,0.0263,0.7191,262.2941,1.3687,53.3785,0.744,9.5617,4.6807,0.0991,39.7658,0.1154,0.4505,0.0,5.0319,53.7087
03/02/2023 19:00,2,D,0.2673,113.3524,1.3406,3.4809,0.0589,5.2929,4.1128,2240.949,34.6316,11.5445,1.5084,8.6337,19.0502,0.177,20.0719,0.1972,3.2095,0.0369,0.8361,258.8789,1.0132,51.0706,0.7086,9.9774,4.3817,0.1472,25.2668,0.2484,0.6184,0.0028,4.8541,54.2954
04/02/2023 07:00,1,C,0.5102,113.2193,1.7717,4.8687,0.1014,5.6602,14.0937,3522.4735,43.6756,16.9597,2.2632,7.4362,6.1105,0.1896,32.5665,0.3259,3.7733,0.0561,0.6813,154.0436,1.6518,53.119,0.4915,8.9333,2.6016,0.2048,35.5746,0.3591,0.5959,0.0088,4.8685,51.152
04/02/2023 19:00,2,D,0.2582,119.2307,0.7806,2.2481,0.0481,4.3715,5.3873,4397.1659,37.4324,15.1567,1.5358,7.0999,12.3898,0.1258,24.616,0.0665,1.9608,0.0272,0.7826,283.1794,1.3565,51.5115,0.6642,9.1723,5.1193,0.122,31.8071,0.1096,0.5117,0.0084,4.9322,57.4567
05/02/2023 07:00,1,B,0.4458,95.694,1.2545,2.8574,0.0642,4.6554,8.998,2825.3608,34.6035,9.3161,1.9338,6.351,15.6389,0.1679,16.1453,0.2391,2.6336,0.0406,0.8601,209.2784,1.7184,47.7314,0.7093,8.6723,4.3631,0.2028,22.656,0.3641,0.4965,0.0166,3.9483,53.5334
05/02/2023 19:00,2,A,0.192,60.1166,0.9381,2.7625,0.0669,4.2985,4.3683,1832.6225,36.6527,11.7389,2.1177,7.4439,15.2449,0.1146,17.6728,0.2119,2.1818,0.0449,0.7727,203.5191,1.5468,48.0872,0.5706,9.6485,5.986,0.1153,19.8268,0.2113,0.4697,0.0118,4.2863,54.1795
06/02/2023 07:00,1,B,0.556,84.9707,1.4029,4.6839,0.2304,4.5396,10.4313,2144.1883,37.2088,11.8973,6.9415,9.7783,18.8101,0.2274,20.6554,0.394,4.3502,0.1526,0.6479,220.1909,2.2199,49.9385,0.9812,12.0603,4.4864,0.2333,25.0184,0.4017,0.5089,0.0266,3.9706,62.3447
06/02/2023 19:00,2,A,0.4615,74.2931,0.9049,2.3755,0.0737,4.6272,7.9388,1669.3813,30.9231,15.2512,2.0694,6.287,20.3711,0.1691,16.1188,0.1464,1.5435,0.0173,1.2585,183.5642,1.5754,57.0273,0.694,9.4987,1.3905,0.1756,19.8805,0.183,0.2971,0.0112,4.18,48.9554
07/02/2023 07:00,1,B,0.4785,120.1017,1.4198,3.6652,0.1293,4.6139,8.2976,2983.7779,36.2517,10.7554,3.7318,6.6613,10.2408,0.1971,25.4679,0.1429,2.335,0.0298,0.7935,258.1883,1.1983,52.954,0.9323,7.9314,2.1839,0.2036,28.56,0.2381,0.5488,0.0059,4.15,55.0411
07/02/2023 19:00,2,A,0.465,125.6047,1.8616,3.1835,0.0694,5.3086,5.8524,2572.2285,39.5328,11.6692,1.2699,6.2647,15.6426,0.1489,25.3795,0.2024,2.2354,0.0229,0.761,197.2303,0.913,50.7227,0.6877,10.1128,3.4093,0.1691,34.8709,0.2956,0.7127,0.0197,4.8692,55.1933
